t_s,fps,frame_ms_ema,fixed_ticks,meshed,dirty,visible_unready,rss_mb,cam_x,cam_y,cam_z,focus_x,focus_y,focus_z
554.05,59.95,16.68,11080,1016,0,659,547.9,307.1,197.0,144.1,248.0,126.0,163.8
555.05,60.03,16.66,11100,1016,0,717,547.9,292.1,192.9,129.8,238.8,126.0,152.1
556.05,60.11,16.64,11120,1016,0,802,547.9,264.6,184.9,105.8,221.9,126.0,130.9
557.06,60.01,16.66,11141,1016,0,890,547.9,229.6,174.0,78.1,200.0,126.0,103.4
558.06,60.96,16.41,11161,1016,0,947,547.9,194.4,151.7,52.4,176.8,115.8,74.3
559.06,60.05,16.65,11181,1016,0,868,547.9,163.5,117.9,30.8,154.8,93.8,46.6
560.08,60.29,16.59,11201,1016,0,784,547.9,140.3,82.6,14.4,136.8,68.6,24.0
561.08,60.00,16.67,11221,1016,0,753,547.9,127.7,63.7,5.3,126.2,56.0,10.7
562.08,60.15,16.62,11241,1016,0,740,547.9,125.6,44.5,4.1,124.5,38.3,8.5
563.08,60.94,16.41,11261,1016,0,740,547.9,125.5,53.4,3.4,124.5,46.9,8.5
564.10,60.00,16.67,11281,1016,0,740,547.9,124.8,56.9,4.9,124.5,53.2,8.5
565.10,59.94,16.68,11301,1016,0,740,547.9,124.4,57.0,7.3,124.5,56.0,8.5
566.11,60.05,16.65,11322,1016,0,740,547.9,124.1,56.3,6.6,124.5,55.0,8.5
567.11,60.15,16.62,11342,1016,0,740,547.9,122.1,53.7,2.0,124.5,50.3,8.5
568.11,60.80,16.45,11362,1016,0,740,547.9,119.6,46.7,-1.2,124.5,42.6,8.5
569.13,59.95,16.68,11382,1016,0,740,547.9,123.8,33.5,7.3,124.5,33.0,8.5
570.15,60.09,16.64,11402,1016,0,739,547.9,121.7,62.0,5.6,123.5,61.0,8.4
571.16,60.08,16.65,11423,1016,0,739,547.9,113.6,69.2,5.1,116.0,68.0,8.0
572.18,60.13,16.63,11443,1016,0,742,547.9,91.0,75.2,-1.2,103.2,70.0,8.0
573.18,60.48,16.53,11463,1016,0,734,548.0,70.7,69.1,1.6,87.6,62.5,8.0
574.20,59.88,16.70,11483,1016,0,716,548.0,49.6,72.8,6.7,70.7,64.5,8.0
575.20,59.95,16.68,11503,1016,0,669,548.0,32.0,71.8,13.1,55.3,61.9,8.0
576.20,60.03,16.66,11523,1016,0,631,548.0,19.6,66.3,19.0,43.1,55.0,8.0
577.21,60.03,16.66,11544,1016,0,617,548.0,13.1,57.0,22.5,36.2,44.9,8.0
578.21,60.55,16.52,11564,1016,0,613,548.0,12.8,58.9,23.2,35.4,46.6,8.0
579.23,60.04,16.66,11584,1016,0,613,548.0,14.7,69.5,25.1,35.1,56.9,8.0
580.23,60.13,16.63,11604,1016,0,613,548.0,18.1,77.0,27.6,34.6,63.8,8.0
581.25,60.04,16.65,11624,1016,0,613,548.0,22.7,80.5,29.5,34.0,66.7,8.0
582.25,59.94,16.68,11644,1016,0,609,548.0,27.4,79.2,30.1,33.4,64.8,8.0
583.25,60.24,16.60,11664,1016,0,609,548.0,31.6,73.5,29.5,32.8,58.7,8.0
584.26,59.78,16.73,11685,1016,0,605,548.0,34.5,64.0,28.4,32.3,49.0,8.0
585.26,59.81,16.72,11705,1016,0,601,548.0,35.9,52.6,27.6,32.0,37.4,8.0
586.28,60.10,16.64,11725,1016,0,601,548.0,36.2,58.9,27.8,31.8,43.3,8.0
587.30,60.13,16.63,11745,1016,0,638,548.0,37.8,77.8,38.1,30.7,59.3,16.0
588.31,60.22,16.60,11766,1016,0,698,548.0,41.2,95.9,59.7,28.9,72.4,34.9
589.33,60.01,16.66,11786,1016,0,761,548.0,46.4,110.6,84.0,26.7,80.7,57.8
590.35,60.17,16.62,11806,1016,0,822,548.0,52.4,119.9,107.0,24.4,82.8,81.6
591.36,60.18,16.62,11827,1016,0,840,548.0,57.7,122.6,125.7,22.4,78.6,103.3
592.36,60.07,16.65,11847,1016,0,838,548.0,61.3,118.4,138.3,20.8,69.0,119.4
593.36,60.14,16.63,11867,1016,0,835,548.0,63.0,107.6,144.3,20.0,55.2,127.6
594.38,60.08,16.64,11887,1016,0,837,548.0,63.6,115.8,141.5,20.0,62.7,126.1
595.40,59.86,16.70,11907,1016,0,837,548.0,65.2,132.9,128.2,20.0,77.4,118.1
596.40,60.09,16.64,11927,1016,0,831,548.0,66.5,147.5,107.8,20.0,88.3,106.0
597.42,59.43,16.83,11948,1016,0,823,548.0,65.7,157.9,83.0,20.0,94.1,91.3
598.43,60.20,16.61,11968,1016,0,801,548.0,62.3,162.3,58.0,20.0,93.6,76.2
599.45,59.96,16.68,11988,1016,0,771,548.0,57.3,160.1,36.6,20.0,87.0,62.7
600.46,60.03,16.66,12009,1016,0,729,548.0,52.6,151.8,21.6,20.0,75.4,52.7
601.46,60.05,16.65,12029,1016,0,716,548.0,50.2,138.7,15.1,20.0,60.7,48.1
602.48,60.14,16.63,12049,1016,0,733,548.0,51.7,154.4,15.3,23.3,74.9,50.5
603.48,60.08,16.64,12069,1016,0,809,548.2,55.6,178.8,17.3,34.6,93.7,58.8
604.50,60.00,16.67,12089,1016,0,911,548.2,59.1,202.3,23.5,51.6,108.6,71.4
605.50,60.03,16.66,12109,1016,0,983,548.2,60.8,220.9,36.8,71.2,116.9,85.9
606.50,60.05,16.65,12129,1016,0,1007,548.2,63.1,232.2,58.1,91.5,117.6,100.9
607.50,59.90,16.69,12149,1016,0,1028,548.2,67.9,235.2,81.8,109.0,110.9,113.9
608.51,60.03,16.66,12170,1016,0,1032,548.2,74.3,229.0,102.4,122.2,97.3,123.7
609.53,60.18,16.62,12190,1016,0,1032,548.2,78.0,214.1,111.9,127.9,79.1,128.0
610.55,60.04,16.65,12210,1016,0,1032,548.2,73.3,216.4,109.3,125.5,86.1,123.6
611.56,60.13,16.63,12231,1016,0,1032,548.2,61.0,206.1,102.5,117.8,92.0,110.3
612.58,56.93,17.57,12251,1016,0,1016,548.1,48.7,183.9,94.2,106.9,92.8,91.0
613.58,59.99,16.67,12271,1016,0,975,548.1,42.0,154.0,83.3,94.0,88.4,68.5
614.60,60.01,16.66,12291,1016,0,883,548.1,42.0,121.5,67.2,81.0,79.2,45.8
615.61,60.02,16.66,12312,1016,0,783,548.1,45.0,91.1,46.5,69.6,66.5,25.9
616.61,60.07,16.65,12332,1016,0,723,548.1,47.2,66.4,27.8,61.6,52.4,11.9
617.63,83.82,11.93,12352,1016,0,674,548.2,48.1,49.2,20.8,58.5,39.1,8.0
618.63,60.12,16.63,12372,1016,0,669,548.2,47.0,62.4,21.7,56.8,52.0,8.0
619.63,60.15,16.63,12392,1016,0,664,548.2,44.2,73.8,24.1,52.3,62.4,8.0
620.65,59.88,16.70,12412,1016,0,645,548.2,41.2,81.6,27.6,45.8,68.8,8.4
621.65,60.09,16.64,12432,1016,0,621,548.2,38.9,84.3,31.2,38.4,70.0,9.5
622.66,78.68,12.71,12453,1016,0,619,548.1,37.5,81.8,33.3,31.0,65.7,10.6
623.68,60.03,16.66,12473,1016,0,600,548.1,36.8,74.2,33.7,24.5,56.5,11.6
624.70,60.11,16.64,12493,1016,0,588,548.1,36.3,62.7,33.1,20.0,43.9,12.3
625.71,59.94,16.68,12514,1016,0,651,548.1,264.6,151.7,184.0,248.0,123.0,165.0
626.73,60.19,16.61,12534,1016,0,651,548.1,270.7,162.3,191.0,248.0,123.0,165.0
627.73,72.89,13.72,12554,1016,0,651,548.2,270.7,162.3,191.0,248.0,123.0,165.0
628.73,179.92,5.56,12574,1016,0,651,548.2,270.7,162.3,191.0,248.0,123.0,165.0
